Code,Msoa_name,education_no qualifications,lone_parent_unemployed,work_49hr_more,families_with_3plus_kids,child_poverty,overcrowded_houses,limiting_long-term_illness_disability,self_harm_hospital_admission,hospital_admission_associated_with_alcohol,samhi_index.2011,population_cannot_speak_english
E02000333,Greenwich 021,9.4,45.7,865,14.03508772,12.2,12.1,13.2,30.2,72.2,-1.147643459860485,0.9
E02000334,Greenwich 022,24.6,43.0,417,17.81818182,22.4,12.5,17.8,42.5,102.2,-1.0673397015266,2.8
E02000335,Greenwich 023,21.3,33.8,477,13.50059737,8.4,5.1,15.3,26.5,87.2,-2.083450263094483,0.9
E02000337,Greenwich 025,31.3,46.2,360,18.03738318,23.6,10.8,19.8,49.8,96.7,-1.529618173742412,1.7
E02000339,Greenwich 027,18.5,44.0,459,15.27777778,12.1,7.6,17.4,47.7,86.5,-1.84396467077993,1.0
E02000340,Greenwich 028,21.2,44.9,441,14.63414634,15.2,9.7,17.7,32.2,84.4,-1.490946666362126,1.0
E02000341,Greenwich 029,31.5,53.3,368,20.53333333,30.1,14.1,20.2,65.5,108.3,-1.24742962674195,2.0
E02000342,Greenwich 030,21.7,52.4,305,16.80672269,23.1,13.7,15.0,21.1,81.0,-1.527880960203862,1.6
E02000343,Greenwich 031,27.4,47.2,359,17.25394897,19.1,10.1,20.1,50.4,89.6,-1.074779106481976,1.3
E02000344,Greenwich 032,23.3,32.7,445,13.11688312,8.8,7.7,16.0,18.2,81.5,-1.269635308584132,1.4
E02000345,Hackney 001,32.0,45.8,262,44.85106383,10.9,30.6,10.1,27.7,96.9,-1.871439763234969,9.9
E02000346,Hackney 002,27.6,55.3,221,20.72409488,40.6,33.3,20.2,61,115.6,-0.9960456949766532,11.4
E02000347,Hackney 003,28.6,51.5,302,38.53028798,15.0,28.7,13.0,25.7,88.8,-1.945548874221776,8.4
E02000348,Hackney 004,31.1,51.3,236,35.60477002,18.6,27.7,14.1,27.2,109.7,-1.750098602678385,10.2
E02000350,Hackney 006,16.6,40.6,678,24.18111753,15.8,31.1,11.7,34.1,96.3,-1.732889619688456,6.7
E02000351,Hackney 007,11.2,53.3,941,17.42209632,26.8,32.7,11.5,32.5,97.8,-1.004475533160275,4.8
E02000352,Hackney 008,18.9,44.5,522,24.6737841,15.2,25.8,15.9,53.6,100.9,-0.9768441758176438,4.6
E02000353,Hackney 009,12.4,42.2,795,14.38848921,13.0,27.9,11.9,33.5,86.5,-1.314483736534173,3.7
E02000354,Hackney 010,21.0,55.5,507,21.29471891,27.7,32.4,17.1,34.5,112.6,-1.534758878376182,7.0
E02000355,Hackney 011,17.5,47.3,562,20.42410714,18.2,29.0,15.6,33.6,96.0,-1.338867986061376,6.0
E02000356,Hackney 012,11.8,38.9,707,14.38935913,15.6,27.0,12.0,42.7,107.7,-1.154798912803909,4.1
E02000357,Hackney 013,27.6,53.5,192,26.28968254,32.9,30.1,18.6,59.8,163.8,-1.318706144040769,7.3
E02000358,Hackney 014,17.0,54.5,888,15.73994867,30.4,31.0,14.7,42.8,111.6,-1.069486699802115,6.0
E02000359,Hackney 015,19.7,54.5,427,25.0,20.6,23.3,14.8,31.4,85.0,-1.309741937399618,5.4
E02000360,Hackney 016,20.6,51.0,657,20.02635046,32.8,33.5,15.6,55.9,127.4,-1.373993096674894,6.5
E02000361,Hackney 017,16.1,51.1,597,17.47815231,25.8,37.1,13.5,20.5,104.0,-1.431436868761924,5.0
E02000362,Hackney 018,22.3,57.0,380,25.0,35.0,28.0,18.2,53,127.3,-1.090969542898315,4.0
E02000363,Hackney 019,26.2,57.2,416,22.39170226,36.8,32.4,16.3,44.7,140.1,-1.358651126333232,7.2
E02000364,Hackney 020,14.5,47.1,921,16.468039,22.7,29.1,13.8,38.5,98.5,-1.482447557288567,3.7
E02000365,Hackney 021,14.6,53.0,1480,16.93171188,27.6,34.3,13.7,31.5,109.2,-1.383073274819237,4.2
E02000366,Hackney 022,22.6,52.6,589,21.1026616,23.5,25.1,16.8,80,147.9,-1.210187011087023,4.5
E02000367,Hackney 023,12.9,48.3,977,17.32495512,25.5,35.7,11.7,51.3,175.2,-1.197739990410294,3.3
E02000368,Hackney 024,22.8,58.4,625,22.46998285,32.9,33.8,17.8,45.9,123.6,-1.232884449440561,6.4
E02000369,Hackney 025,19.6,56.4,1027,18.08590806,29.8,34.6,15.4,31.9,98.1,-1.20345583061189,5.8
E02000370,Hackney 026,20.6,53.2,801,17.20542231,31.9,36.7,15.2,38.2,92.2,-1.23688760199346,5.5
E02000371,Hackney 027,11.9,48.9,1754,18.05128205,31.2,42.6,10.7,19.7,81.9,-1.285667293569346,3.4
E02000372,Hammersmith and Fulham 0,23.0,54.0,497,24.23112768,24.5,37.1,15.4,65,162.1,-1.387628726740511,4.2
E02000373,Hammersmith and Fulham 0,25.7,55.4,261,24.0776699,34.5,36.4,16.4,32.2,155.4,-1.50488134479921,6.3
E02000374,Hammersmith and Fulham 0,17.6,53.8,587,21.14882507,27.4,25.0,15.3,22.9,120.8,-1.444504208973056,3.5
E02000375,Hammersmith and Fulham 0,15.1,52.3,729,17.6217765,25.3,34.8,15.0,52.6,149.7,-0.9165866894816044,3.5
E02000376,Hammersmith and Fulham 0,13.3,46.1,737,12.77258567,25.7,34.5,13.3,63.5,191.7,-0.4583796241070041,2.9
E02000377,Hammersmith and Fulham 0,14.4,47.8,748,16.44815256,19.8,31.0,13.7,58,168.7,-1.024941873783201,3.1
E02000378,Hammersmith and Fulham 0,9.4,46.9,948,16.36363636,19.7,33.2,11.7,30.8,128.5,-1.175507499116673,2.4
E02000379,Hammersmith and Fulham 0,11.0,50.0,780,19.20374707,16.1,27.9,13.6,43.5,147.6,-1.467393347737545,2.7
E02000380,Hammersmith and Fulham 0,10.5,46.6,825,14.89698891,11.7,22.6,11.4,55.7,111.6,-1.247018366843198,1.8
E02000381,Hammersmith and Fulham 0,9.5,42.0,1236,16.94711538,13.6,29.4,10.8,56.3,115.9,-0.9339833890866984,2.0
E02000382,Hammersmith and Fulham 0,9.9,54.5,694,16.47058824,13.7,28.1,12.4,32.8,125.3,-0.8892334066494625,2.5
E02000383,Hammersmith and Fulham 0,9.1,41.9,1206,15.2758133,15.7,30.9,11.9,21.2,109.9,-1.618574801241781,2.5
E02000384,Hammersmith and Fulham 0,17.4,51.0,666,20.25677603,29.2,29.4,17.3,65.5,150.5,-0.6277013358680447,3.2
E02000385,Hammersmith and Fulham 0,6.7,47.7,1083,8.547008547,14.0,28.7,8.5,30.6,86.9,-1.75378037960133,1.8
E02000386,Hammersmith and Fulham 0,17.1,49.2,753,19.27846674,33.4,33.7,15.4,44.9,146.7,-1.275217981169352,3.6
E02000387,Hammersmith and Fulham 0,14.0,51.9,684,13.30998249,20.2,35.0,13.5,24.1,136.0,-1.23065013633969,3.0
E02000388,Hammersmith and Fulham 0,12.8,47.4,1291,14.13043478,14.0,26.1,12.6,41.9,132.2,-1.259317365449638,1.9
E02000389,Hammersmith and Fulham 0,10.7,35.9,1088,15.18661519,6.4,17.9,10.9,18.7,91.9,-1.542087406226119,1.7
E02000390,Hammersmith and Fulham 0,12.5,48.0,935,16.80261011,14.0,23.2,12.4,43.8,114.4,-1.153849080993255,2.5
E02000391,Hammersmith and Fulham 0,10.9,55.8,1353,20.0,8.5,19.8,11.3,34.6,102.3,-1.412824542532061,1.2
E02000392,Hammersmith and Fulham 0,9.9,54.1,1715,18.62269641,14.6,24.2,10.1,25.3,105.9,-1.452636332884797,2.1
E02000393,Hammersmith and Fulham 0,8.0,48.7,1185,14.2599278,5.9,13.8,9.0,18.8,70.9,-1.817445078581682,1.5
E02000394,Hammersmith and Fulham 0,12.4,44.3,1103,13.62048894,21.5,26.0,11.8,17,106.9,-1.409644921260108,1.9
E02000395,Hammersmith and Fulham 0,6.3,48.6,1119,21.42857143,5.4,14.9,9.2,24,88.4,-1.921753314044848,0.9
E02000396,Hammersmith and Fulham 0,11.7,52.9,974,19.6801968,19.1,20.7,10.2,35.7,101.6,-1.462430420616031,2.1
E02000397,Haringey 001,17.0,46.0,525,12.7388535,16.9,35.2,13.7,31.5,103.1,-1.460914435155944,8.2
E02000398,Haringey 002,28.2,57.4,188,23.80090498,33.1,35.3,16.4,49.2,146.2,-1.560865521981814,10.7
E02000400,Haringey 004,16.4,46.5,468,18.60019175,17.2,24.6,14.1,40.4,88.0,-1.502388058429058,5.1
E02000401,Haringey 005,30.5,51.5,214,24.6728972,30.6,26.2,17.4,28.1,115.5,-1.80493435784845,9.1
E02000402,Haringey 006,29.5,54.0,203,23.58402971,31.3,30.9,17.3,23,119.1,-1.438512819479305,10.1
E02000403,Haringey 007,16.6,50.2,469,14.82444733,19.5,32.8,14.1,18.8,101.5,-1.071581250616157,8.9
E02000404,Haringey 008,23.5,59.1,296,25.0,24.5,31.2,15.9,27.1,101.1,-1.687918356222872,10.0
E02000405,Haringey 009,7.7,39.6,655,18.11111111,6.5,10.5,10.6,42,76.3,-1.618905283467213,1.4
E02000406,Haringey 010,21.0,58.2,319,18.54304636,23.8,27.8,16.7,37,114.9,-1.626248139818727,9.3
E02000407,Haringey 011,24.6,47.0,300,16.32841328,28.4,35.8,16.4,22.3,116.7,-1.281562994135101,10.5
E02000408,Haringey 012,26.9,50.1,181,20.31114952,29.7,33.5,15.3,25.8,125.3,-1.727024906495654,11.8
E02000409,Haringey 013,27.0,49.2,269,20.30401737,29.8,33.4,17.2,32.2,109.7,-1.327448892013667,10.5
E02000410,Haringey 014,7.2,26.0,730,17.47815231,4.8,17.4,10.9,46.1,74.6,-1.478726841044842,1.2
E02000411,Haringey 015,22.5,49.5,243,22.04568024,28.8,30.8,14.1,30.1,97.1,-1.517146299362911,10.2
E02000412,Haringey 016,20.5,49.9,330,14.44174757,27.8,38.2,17.2,38.2,92.9,-1.070455694637198,9.4
E02000413,Haringey 017,10.0,36.5,702,20.43314501,10.3,17.0,11.5,54.8,78.9,-1.576636078714907,1.8
E02000414,Haringey 018,20.5,45.0,367,20.27600849,23.9,26.6,13.8,39.7,113.9,-1.620099250880324,9.6
E02000415,Haringey 019,21.2,51.9,395,19.91465149,23.6,29.7,15.3,32.1,116.5,-1.49436127041876,10.3
E02000416,Haringey 020,16.1,52.2,635,17.09786277,24.8,33.1,16.3,72.4,120.3,-1.16140707261014,4.2
E02000417,Haringey 021,7.7,31.3,789,14.62140992,6.7,20.3,10.6,54.7,74.5,-1.112455191566952,1.0
E02000418,Haringey 022,9.7,37.3,609,13.45609065,5.1,10.4,11.4,53.1,74.9,-1.419208486065188,1.4
E02000419,Haringey 023,15.6,48.6,616,15.24163569,19.4,35.1,12.8,50.3,102.2,-1.390842394001402,8.5
E02000420,Haringey 024,22.8,47.2,348,19.95708155,27.5,35.5,16.3,32.3,114.3,-1.229022659857547,11.8
E02000421,Haringey 025,22.6,51.6,292,18.5492228,35.0,35.9,16.5,37.1,142.4,-1.137372469958369,10.8
E02000422,Haringey 026,23.0,44.7,362,22.6640159,24.1,35.1,16.1,26.1,89.7,-1.494322069253408,10.1
E02000423,Haringey 027,17.7,44.9,427,17.56097561,20.5,30.8,14.5,32.3,90.5,-1.712667359315136,9.5
E02000424,Haringey 028,10.5,40.1,644,12.47139588,14.1,22.2,11.6,45.5,82.0,-1.216562952554382,2.5
E02000425,Haringey 029,28.8,49.1,193,48.72611465,8.9,30.1,11.3,40.9,123.3,-1.408575259836452,11.1
E02000426,Haringey 030,9.3,42.7,882,15.53133515,9.9,16.7,12.8,24.7,67.2,-1.17935734003184,1.6
E02000427,Haringey 031,12.6,46.8,560,11.49253731,19.4,34.3,12.0,34.8,94.4,-1.511421575069651,6.3
E02000428,Haringey 032,23.0,55.0,323,21.19565217,28.3,32.6,16.3,37.2,104.4,-1.538928353374082,10.8
E02000429,Haringey 033,6.0,23.6,899,12.00527704,6.8,17.9,9.7,38.5,56.6,-1.587619189536184,1.1
E02000430,Haringey 034,7.3,30.1,950,15.22346369,9.3,23.3,9.0,24,76.6,-1.406446168505991,1.5
E02000431,Haringey 035,4.4,35.8,1032,11.66936791,5.5,25.3,7.8,37.4,68.9,-1.581178627980369,1.1
E02000432,Haringey 036,10.4,46.6,645,16.32,19.0,28.1,12.4,53.9,92.5,-1.459814480371212,2.8
E02000433,Harrow 001,20.2,41.9,661,14.625,9.3,11.9,20.2,53.5,79.0,-1.58855623182694,3.1
E02000434,Harrow 002,16.5,47.2,619,18.87905605,13.2,14.7,16.0,33.4,81.4,-1.772117729852868,3.8
E02000435,Harrow 003,19.5,53.8,507,20.13129103,15.2,12.8,18.8,45,99.2,-1.486895342350279,3.5
E02000436,Harrow 004,13.7,25.0,507,13.74622356,6.5,4.7,14.7,30.7,75.3,-1.249765237018678,2.3
E02000437,Harrow 005,18.1,40.3,484,18.47313855,15.1,12.7,16.2,49.3,125.2,-1.27518175995347,3.9
E02000438,Harrow 006,19.6,47.1,535,17.07779886,16.0,14.0,17.3,36.6,107.2,-1.245081164598422,3.4
E02000439,Harrow 007,22.1,50.3,442,18.04733728,13.5,21.0,14.2,23.4,100.3,-1.514090626408229,8.2
E02000440,Harrow 008,15.1,30.7,611,18.11023622,7.5,10.1,12.6,27.8,89.5,-1.828976089599425,4.6
E02000441,Harrow 009,17.2,43.4,458,15.49636804,13.3,10.9,17.2,50.5,101.7,-1.595665945528031,3.2
E02000442,Harrow 010,21.9,41.3,396,20.58570198,8.2,21.8,12.7,21.3,93.3,-1.943615890471505,9.7
E02000443,Harrow 011,21.3,45.8,447,23.50659426,18.5,24.7,15.1,39.4,137.2,-1.247891181226648,7.4
E02000444,Harrow 012,19.5,43.6,428,17.74332472,9.0,18.3,13.4,N/A - not available,88.2,-2.017957271757286,7.1
E02000445,Harrow 013,18.8,49.9,421,17.15893108,19.8,24.3,14.4,43.7,122.1,-1.556654078078495,7.3
E02000447,Harrow 015,14.1,48.1,469,16.24203822,12.7,11.9,14.7,43.1,105.6,-1.616534882489875,3.7
E02000448,Harrow 016,10.5,37.6,612,14.49275362,6.1,7.9,13.9,50.3,75.0,-1.778021915745901,1.5
E02000449,Harrow 017,24.5,45.5,404,16.90962099,14.0,21.7,16.2,61.3,96.0,-1.9464208719298,10.8
E02000451,Harrow 019,12.3,28.4,439,14.0567201,5.2,6.6,13.6,21.8,89.9,-1.752708528755895,2.8
E02000452,Harrow 020,12.6,44.4,527,12.88032454,15.9,27.8,12.1,56.3,128.5,-0.985966082338922,5.0
E02000453,Harrow 021,12.6,42.1,506,16.93711968,11.6,18.7,13.1,29.5,86.6,-1.758641555465212,5.0
E02000454,Harrow 022,11.3,30.4,548,14.74103586,4.5,4.4,11.6,28,77.7,-1.703996159667785,1.6
E02000455,Harrow 023,11.9,48.0,550,12.04690832,12.9,23.5,13.8,50.9,104.9,-1.532896445383006,4.1
E02000456,Harrow 024,13.2,46.5,436,15.70512821,11.8,16.2,14.3,40.2,118.1,-1.104052978800798,3.9
E02000457,Harrow 025,12.8,31.2,378,18.53233831,13.0,10.4,13.8,36.6,111.4,-1.779070257660669,3.7
E02000459,Harrow 027,16.4,46.6,414,17.44966443,17.9,27.5,14.7,65.3,115.3,-1.53056406654607,6.4
E02000460,Harrow 028,19.1,47.0,228,19.92031873,16.2,20.4,15.4,29.3,156.2,-1.504746007204656,6.1
E02000461,Harrow 029,10.3,43.4,720,10.18766756,6.4,13.8,10.6,25.5,91.3,-1.7207169035826,2.5
E02000462,Harrow 030,18.0,41.8,310,18.97727273,13.1,20.5,14.3,45.5,105.2,-1.468156933628349,7.3
E02000463,Harrow 031,19.0,47.9,385,21.31280389,15.3,18.6,14.5,56.6,107.5,-1.244411111418124,6.0
E02000464,Havering 001,37.0,52.0,290,22.7771011,20.7,11.1,21.9,55.9,97.2,-1.216351227092384,0.5
E02000465,Havering 002,32.5,54.7,370,19.98175182,21.3,10.9,19.1,66.1,96.0,-1.557041094917804,0.6
E02000466,Havering 003,30.6,49.3,427,17.76785714,22.0,7.7,18.0,70.7,110.6,-0.9245310256557056,0.5
E02000467,Havering 004,35.0,55.3,390,20.14234875,35.2,15.4,20.7,65.7,123.0,-0.9493476378782632,0.9
E02000468,Havering 005,30.4,47.0,419,17.5204918,16.5,5.8,18.1,50.8,89.3,-0.9423694423752456,0.6
E02000469,Havering 006,33.7,46.9,284,19.14153132,20.6,10.1,21.6,60.7,100.6,-0.8064230248431119,1.3
E02000470,Havering 007,24.5,34.3,515,11.86046512,12.5,6.6,18.0,52,79.8,-2.112396322999413,0.4
E02000471,Havering 008,26.5,35.5,443,15.14778325,10.5,2.3,16.5,24.8,67.6,-1.623502604750243,0.4
E02000472,Havering 009,25.9,35.0,483,14.05975395,10.6,5.7,16.7,52.1,79.5,-1.311787448582915,0.5
E02000473,Havering 010,23.1,34.7,642,14.77462437,10.6,5.5,15.1,30.2,74.1,-2.546108975544157,0.4
E02000474,Havering 011,28.7,50.6,428,15.34246575,17.2,9.3,17.2,38.8,82.3,-1.505129783825113,0.6
E02000475,Havering 012,19.3,47.7,766,12.73584906,11.7,5.9,14.8,48.3,80.7,-1.94104869259428,0.5
E02000476,Havering 013,22.6,55.9,590,12.85855589,19.7,21.9,16.5,44.4,98.5,-1.829468263065892,1.6
E02000477,Havering 014,20.7,29.9,677,15.20737327,7.1,3.1,15.0,24.3,70.4,-2.232275011890648,0.5
E02000478,Havering 015,23.0,24.1,544,18.4991274,6.0,3.7,16.0,27.6,77.1,-2.219421179761209,0.9
E02000479,Havering 016,21.9,40.1,490,12.20703125,16.0,9.9,15.2,37.1,95.3,-1.905888030363851,1.6
E02000480,Havering 017,25.1,43.8,520,15.1026393,20.6,11.8,15.2,47.6,101.4,-2.151222343016869,1.5
E02000481,Havering 018,27.1,29.2,447,11.51776103,10.2,3.4,19.7,32.5,67.1,-1.548436790832976,0.4
E02000482,Havering 019,17.3,41.1,507,16.11111111,5.1,2.0,16.2,N/A - not available,64.8,-1.780739714846495,0.3
E02000483,Havering 020,26.8,35.4,471,11.83162685,13.5,6.8,19.1,27,83.1,-2.083739920536905,0.6
E02000484,Havering 021,24.1,31.5,557,12.79296875,7.0,4.9,15.9,44.7,78.4,-1.599122467436344,0.6
E02000485,Havering 022,22.6,33.6,522,13.27885598,11.7,3.9,16.4,24.1,74.0,-1.939011650768301,0.5
E02000486,Havering 023,25.8,34.3,415,15.59405941,11.2,5.1,17.1,31.4,77.5,-1.900876815484129,0.7
E02000487,Havering 024,17.2,21.5,632,14.67268623,3.1,1.1,15.0,18.1,64.0,-1.870668614619297,0.2
E02000488,Havering 025,24.9,32.4,411,12.20379147,7.6,3.2,16.2,17.4,64.9,-1.966937980659638,0.5
E02000489,Havering 026,27.3,46.4,374,17.25571726,15.8,6.3,18.3,35.5,81.4,-1.844278917276778,0.9
E02000490,Havering 027,33.1,38.9,357,16.77148847,16.5,6.0,18.8,49.4,90.7,-1.997562223468897,0.6
E02000491,Havering 028,32.1,51.6,435,19.82832618,25.1,9.3,18.3,55.9,96.2,-1.877360310632735,1.0
E02000492,Havering 029,31.6,32.5,353,14.80406386,14.6,4.4,17.7,33.2,82.9,-2.419533469282275,0.4
E02000493,Havering 030,27.8,51.7,308,16.21621622,21.7,9.8,15.3,35.6,92.5,-2.00908185880986,1.2
E02000494,Hillingdon 001,13.1,39.5,669,13.22115385,6.1,6.7,14.5,66.3,99.0,-1.364448870697483,1.3
E02000495,Hillingdon 002,15.9,41.6,731,10.65502183,11.1,10.4,15.8,53.6,100.6,-1.12578479951722,2.0
E02000496,Hillingdon 003,23.8,40.1,524,14.07982262,17.5,9.2,17.6,43.1,115.4,-1.30036489305992,0.7
E02000497,Hillingdon 004,16.7,34.4,599,14.18439716,13.7,8.3,15.1,39.5,96.5,-1.268233755412944,1.3
E02000498,Hillingdon 005,18.9,29.4,417,14.49864499,10.3,10.5,15.5,24.7,94.0,-1.256379176833004,0.5
E02000499,Hillingdon 006,14.4,26.0,500,16.06382979,7.4,4.7,14.0,30.4,81.5,-1.368089930860797,1.2
E02000500,Hillingdon 007,13.3,35.0,635,16.29802095,7.1,6.8,14.1,36.2,81.8,-1.051066380639927,1.1
E02000501,Hillingdon 008,16.6,32.8,513,12.63636364,9.6,5.7,13.8,39.5,88.8,-1.098277376539719,0.8
E02000502,Hillingdon 009,16.6,31.7,533,14.98993964,7.6,8.3,14.0,36.5,92.7,-1.089660757868023,1.3
E02000503,Hillingdon 010,15.7,30.3,669,12.48937978,7.2,6.4,11.5,45.1,92.5,-1.368291883032904,1.1
E02000504,Hillingdon 011,14.8,19.4,530,15.00547645,5.4,3.3,14.4,17.2,68.1,-1.545451122512984,0.7
E02000506,Hillingdon 013,15.0,36.7,617,15.78313253,5.7,4.0,14.9,38.6,82.3,-1.315861842047621,1.1
E02000507,Hillingdon 014,16.9,38.5,434,16.70973299,9.7,9.7,12.9,34.6,89.8,-1.547139874284578,1.5
E02000508,Hillingdon 015,12.4,35.6,523,11.95372751,15.3,19.1,12.2,39,84.4,-0.89497637818977,2.2
E02000509,Hillingdon 016,11.7,48.2,443,14.66030989,22.3,22.9,10.9,28.1,99.4,-0.8833572064882622,2.6
E02000510,Hillingdon 017,18.7,40.6,514,16.58856607,12.5,13.5,15.1,40.2,99.4,-1.244058416662112,2.0
E02000511,Hillingdon 018,20.8,42.2,422,17.73818745,12.5,14.9,14.5,32.9,104.5,-1.128199578829228,3.2
E02000512,Hillingdon 019,24.3,48.6,379,18.70503597,19.1,20.8,16.4,68.3,104.8,-0.927223995886957,2.9
E02000513,Hillingdon 020,24.3,55.6,359,20.82191781,22.4,26.9,13.4,44.3,108.7,-1.097329105568389,5.3
E02000514,Hillingdon 021,21.1,49.8,393,22.10909091,15.2,22.8,14.7,27.5,120.3,-1.490707194305209,7.3
E02000515,Hillingdon 022,20.8,45.6,591,14.68584406,23.6,26.8,14.4,47.7,107.7,-0.7868031122608601,2.7
E02000516,Hillingdon 023,17.7,45.3,365,18.38810642,17.9,22.3,12.7,38.4,108.4,-1.233448246953971,6.0
E02000517,Hillingdon 024,25.9,48.4,332,21.73584906,20.3,21.5,16.1,53.1,128.5,-0.8321618909884595,5.8
E02000518,Hillingdon 025,26.9,50.7,383,19.9663016,23.0,15.6,16.9,52.9,120.6,-0.800655958860794,2.4
E02000519,Hillingdon 026,25.4,58.0,358,23.75102375,20.6,23.5,16.6,53.3,136.8,-1.319815819736317,6.5
E02000520,Hillingdon 027,23.4,53.7,487,21.76913425,20.2,27.0,14.4,44.3,112.7,-1.626182734771237,6.9
E02000521,Hillingdon 028,24.6,49.6,488,22.36929186,21.0,25.1,14.4,46.4,108.5,-1.071694857056564,3.9
E02000522,Hillingdon 029,22.8,50.4,480,18.00643087,21.5,17.3,15.3,60.2,118.3,-0.7710387899390893,3.0
E02000523,Hillingdon 030,19.7,48.1,367,22.64833575,15.1,26.7,12.9,28.1,92.8,-1.769106857735813,7.2
E02000524,Hillingdon 031,21.6,52.5,505,16.18037135,20.7,21.4,13.7,58.2,115.6,0.0605608350210017,3.7
E02000525,Hillingdon 032,20.2,50.1,384,17.5257732,18.8,28.6,12.6,43.8,105.7,-1.659571414645779,6.2
E02000526,Hounslow 001,7.6,41.3,1264,16.96035242,6.2,14.0,9.4,42.3,82.0,-1.782282171075436,1.4
E02000528,Hounslow 003,19.8,53.2,769,16.11940299,29.0,26.1,15.9,76.7,155.3,-1.30994625244188,4.1
E02000529,Hounslow 004,18.0,52.3,355,17.31418919,18.8,26.2,14.9,66.4,142.3,-1.607415219954808,8.4
E02000530,Hounslow 005,25.8,59.6,227,22.49269718,26.9,32.6,16.2,62.3,139.4,-1.885276906505416,8.5
E02000531,Hounslow 006,15.5,41.3,829,11.9544592,18.8,22.0,13.0,74.6,142.8,-1.381974727432805,2.6
E02000532,Hounslow 007,11.4,43.7,1175,16.71018277,13.2,12.3,12.1,50.1,100.2,-1.584552451667484,1.5
E02000533,Hounslow 008,9.6,40.5,1090,11.93016489,11.1,13.9,12.0,40.2,114.2,-1.790069817680841,1.5
E02000534,Hounslow 009,11.3,44.4,626,14.82233503,10.6,18.2,11.3,60.1,101.2,-1.967681148437624,3.5
E02000535,Hounslow 010,16.8,50.8,390,20.48085485,14.9,21.7,14.9,42.3,132.4,-2.234821639533334,7.5
E02000536,Hounslow 011,16.2,49.5,438,18.27411168,16.4,22.6,14.8,51.7,119.1,-1.818271528955993,7.2
E02000537,Hounslow 012,10.5,33.9,480,12.58603736,10.0,20.9,12.3,35.7,101.3,-2.034634354616311,6.2
E02000538,Hounslow 013,18.3,50.7,388,20.5908684,15.5,26.7,14.6,26,119.2,-2.30515723422516,9.0
E02000539,Hounslow 014,15.9,45.8,771,17.82518926,16.5,20.8,13.3,84.3,110.3,-1.783677927669826,3.1
E02000540,Hounslow 015,14.3,45.2,553,12.83185841,13.9,25.1,13.8,82.6,127.9,-1.796023465215516,5.2
E02000541,Hounslow 016,19.6,52.2,370,17.33944954,20.1,28.5,17.2,81,129.3,-2.134644789282583,8.3
E02000542,Hounslow 017,17.1,54.0,368,15.82014988,15.9,34.5,15.2,42.6,138.0,-2.006339456747342,7.3
E02000543,Hounslow 018,12.3,43.7,617,12.22432262,12.5,37.9,10.6,57.6,114.1,-2.353221950221468,6.5
E02000544,Hounslow 019,17.1,32.2,465,16.10087294,7.3,13.7,13.6,54.5,113.1,-1.66321647201265,5.1
E02000545,Hounslow 020,20.3,54.1,587,18.721038,22.2,19.1,15.2,84.2,123.5,-1.353830985345272,3.9
E02000546,Hounslow 021,16.3,57.8,391,20.04405286,15.5,28.6,13.0,52,113.7,-2.116093437150736,7.0
E02000547,Hounslow 022,24.7,48.6,466,14.89686784,16.0,15.6,15.6,46.5,106.9,-1.680736959102738,4.2
E02000548,Hounslow 023,25.0,49.6,526,19.3338749,22.3,20.6,16.0,98.5,119.7,-1.446454644314667,3.4
E02000549,Hounslow 024,24.8,43.2,603,16.53872994,17.3,14.6,15.7,65.2,118.8,-1.244748479358532,3.9
E02000550,Hounslow 025,22.0,49.3,478,17.76315789,20.5,25.4,11.7,67.3,111.8,-1.814261394024976,3.0
E02000551,Hounslow 026,26.6,53.8,376,20.63492063,28.0,21.6,16.0,104.2,138.7,-1.19583780006159,4.4
E02000552,Hounslow 027,19.6,46.6,498,14.08566722,15.8,17.3,11.3,46.5,97.7,-1.810909300548488,2.5
E02000553,Hounslow 028,24.5,47.4,382,16.83277962,18.6,12.5,14.3,82.7,116.3,-1.888683573860957,2.6
E02000554,Islington 001,19.3,56.9,543,15.39108495,30.7,26.9,18.8,78,139.1,-0.3703123696741102,4.2
E02000555,Islington 002,17.0,57.6,789,17.89375582,27.2,23.1,15.8,56.7,84.4,-0.4522554809351689,3.2
E02000556,Islington 003,15.6,49.4,790,14.25837321,25.6,31.0,16.2,37.6,120.3,-0.7364426992187456,4.0
E02000557,Islington 004,18.8,54.5,644,14.11764706,28.9,27.4,18.9,52.7,137.6,-0.4326623001243391,3.2
E02000558,Islington 005,27.5,57.9,453,22.91491154,32.3,33.5,20.4,52.1,124.6,-0.7809128061952212,7.6
E02000559,Islington 006,11.4,51.0,1197,16.02787456,15.9,30.1,11.6,32.1,83.7,-1.197062666274481,2.7
E02000560,Islington 007,14.6,51.8,683,17.35074627,24.3,35.6,13.8,38.5,94.8,-0.9356483550074216,4.6
E02000561,Islington 008,10.4,47.7,854,15.82278481,10.1,23.6,12.2,45.4,97.9,-0.8569005559839955,1.8
E02000562,Islington 009,16.9,51.5,865,19.95438997,22.5,24.6,16.5,44.7,100.3,-0.7601263155646947,3.3
E02000563,Islington 010,21.8,57.1,545,21.50289017,31.5,30.3,19.0,40.3,142.0,-0.3617025791105814,4.1
E02000564,Islington 011,13.7,54.8,1245,15.20086862,31.0,39.1,13.1,33.3,121.7,-0.9198520318805344,3.1
